Family,Genre,Note,Instances
Aldehydes,Soapy notes,Soap,89
Aldehydes,Soapy notes,Soapy notes,25
Aldehydes,Soapy notes,French soap,6
Aldehydes,Soapy notes,Shampoo,5
Aldehydes,Soapy notes,Fabric softener,1
Aldehydes,Soapy notes,Saddle soap,1
Aldehydes,Soapy notes,Turkish soap,1
Not Categorized,Amber ,Amber,31558
Not Categorized,Amber ,Amberwood,1089
Not Categorized,Amber ,White amber,963
Not Categorized,Amber ,Black amber,341
Not Categorized,Amber ,Fossilised amber,194
Not Categorized,Amber ,Crystal amber,142
Not Categorized,Amber ,Amber Xtreme™,77
Not Categorized,Amber ,Cetalox®,54
Not Categorized,Amber ,Red amber,47
Not Categorized,Amber ,Lorenox™,42
Not Categorized,Amber ,Egyptian amber,40
Not Categorized,Amber ,Ambrocenide®,37
Not Categorized,Amber ,Indian amber,34
Not Categorized,Amber ,Norlimbanol™,29
Not Categorized,Amber ,Amber notes,27
Not Categorized,Amber ,Ambermax®,26
Not Categorized,Amber ,Ambertonic®,25
Not Categorized,Amber ,Mineral amber,23
Not Categorized,Amber ,Tunisian amber,23
Not Categorized,Amber ,Baltic amber,21
Not Categorized,Amber ,Cedramber,20
Not Categorized,Amber ,Vegetal amber,20
Not Categorized,Amber ,Himalayan amber,19
Not Categorized,Amber ,Ambramone™,16
Not Categorized,Amber ,Green amber,16
Not Categorized,Amber ,Amber absolute,10
Not Categorized,Amber ,Fossilized himalayan amber,10
Not Categorized,Amber ,Karanal,9
Not Categorized,Amber ,Limbanol®,8
Not Categorized,Amber ,Moroccan amber,8
Not Categorized,Amber ,Persian amber,7
Not Categorized,Amber ,Timberol®,7
Not Categorized,Amber ,Amberketal,6
Not Categorized,Amber ,Blue amber,6
Not Categorized,Amber ,Sclarene,6
Not Categorized,Amber ,Ambre 84 accord,5
Not Categorized,Amber ,Tibetan amber,5
Not Categorized,Amber ,Ambranum,4
Not Categorized,Amber ,Dynamone,4
Not Categorized,Amber ,Oriental amber,4
Not Categorized,Amber ,Trisamber®,4
Not Categorized,Amber ,Aldambre™,3
Not Categorized,Amber ,Limbwood,3
Not Categorized,Amber ,Nepalese amber,3
Not Categorized,Amber ,Peruan amber,3
Not Categorized,Amber ,Amber Core,2
Not Categorized,Amber ,Ambre 83 accord,2
Not Categorized,Amber ,Arabian amber,2
Not Categorized,Amber ,Okoumal®,2
Not Categorized,Amber ,Spanish amber,2
Not Categorized,Amber ,White amber absolute,2
Not Categorized,Amber ,Ysamber K®,2
Not Categorized,Amber ,African amber,1
Not Categorized,Amber ,Amberlyn®,1
Not Categorized,Amber ,Australian amber,1
Not Categorized,Amber ,Brazilian amber,1
Not Categorized,Amber ,Cuban amber,1
Not Categorized,Amber ,Egyptian white amber,1
Not Categorized,Amber ,Fossilised amber absolute,1
Not Categorized,Amber ,Greek amber,1
Not Categorized,Amber ,Indian amber absolute,1
Not Categorized,Amber ,Japanese amber,1
Not Categorized,Amber ,Peruvian white amber,1
Not Categorized,Amber ,Swedish fossilised amber,1
Not Categorized,Amber ,Turkish amber,1
Animalic notes,Ambergris ,Ambergris,6880
Animalic notes,Ambergris ,Ambroxan,1329
Animalic notes,Ambergris ,Ambrox,433
Animalic notes,Ambergris ,White ambergris,221
Animalic notes,Ambergris ,Orcanox,112
Animalic notes,Ambergris ,Ambrofix,56
Animalic notes,Ambergris ,Black ambergris,54
Animalic notes,Ambergris ,Ambreine,53
Animalic notes,Ambergris ,Brown ambergris,44
Animalic notes,Ambergris ,Ambergris,22
Animalic notes,Ambergris ,Ambrarome,22
Animalic notes,Ambergris ,New Zealand ambergris,22
Animalic notes,Ambergris ,Bahamian ambergris,14
Animalic notes,Ambergris ,Indian ambergris,13
Animalic notes,Ambergris ,Irish ambergris,13
Animalic notes,Ambergris ,Cachalox,10
Animalic notes,Ambergris ,Ambergris absolute,9
Animalic notes,Ambergris ,Ambrarome absolute,9
Animalic notes,Ambergris ,New Zealand white ambergris,9
Animalic notes,Ambergris ,Baltic ambergris,6
Animalic notes,Ambergris ,Irish white ambergris,6
Animalic notes,Ambergris ,Grisalva,5
Animalic notes,Ambergris ,Scottish ambergris,5
Animalic notes,Ambergris ,Madagascan ambergris,4
Animalic notes,Ambergris ,Mozambican ambergris,4
Animalic notes,Ambergris ,Yemenite ambergris,4
Animalic notes,Ambergris ,Jamaican ambergris,3
Animalic notes,Ambergris ,Omanian ambergris,3
Animalic notes,Ambergris ,Arabian ambergris,2
Animalic notes,Ambergris ,Bahamian white ambergris,2
Animalic notes,Ambergris ,Black ambergris absolute,2
Animalic notes,Ambergris ,Irish brown ambergris,2
Animalic notes,Ambergris ,American ambergris,1
Animalic notes,Ambergris ,Australian ambergris,1
Animalic notes,Ambergris ,Bahamian ambergris absolute,1
Animalic notes,Ambergris ,Belizean ambergris,1
Animalic notes,Ambergris ,French ambergris,1
Animalic notes,Ambergris ,Indian ambergris absolute,1
Animalic notes,Ambergris ,Irish black ambergris,1
Animalic notes,Ambergris ,Japanese ambergris,1
Animalic notes,Ambergris ,Philippine ambergris,1
Animalic notes,Ambergris ,Russian ambergris,1
Animalic notes,Ambergris ,Sumatran ambergris,1
Animalic notes,Hyraceum ,Hyraceum ,245
Animalic notes,Hyraceum ,Hyraceum absolute ,20
Animalic notes,Hyraceum ,South African hyrax,7
Animalic notes,Hyraceum ,Somalian hyraceum ,3
Animalic notes,Hyraceum ,African hyrax,1
Animalic notes,Castoreum ,Castoreum,1083
Animalic notes,Castoreum ,Castoreum absolute,23
Animalic notes,Castoreum ,Siberian castoreum,17
Animalic notes,Castoreum ,Canadian castoreum,7
Animalic notes,Castoreum ,Swedish castoreum,7
Animalic notes,Castoreum ,Russian castoreum,4
Animalic notes,Castoreum ,American castoreum,1
Animalic notes,Castoreum ,Canadian castoreum absolute,1
Animalic notes,Leather ,Leather,8421
Animalic notes,Leather ,Suede,1264
Animalic notes,Leather ,Black leather,154
Animalic notes,Leather ,Russian leather,123
Animalic notes,Leather ,White leather,74
Animalic notes,Leather ,Blond leather,41
Animalic notes,Leather ,Tuscan leather,40
Animalic notes,Leather ,Italian leather,31
Animalic notes,Leather ,Smoked leather,18
Animalic notes,Leather ,Morocco leather,13
Animalic notes,Leather ,Brown leather,10
Animalic notes,Leather ,Red leather,9
Animalic notes,Leather ,English leather,8
Animalic notes,Leather ,Chamois leather,7
Animalic notes,Leather ,Nappa leather,6
Animalic notes,Leather ,Snake leather,6
Animalic notes,Leather ,Spanish leather,6
Animalic notes,Leather ,Deerskin,3
Animalic notes,Leather ,Kashmiri leather,3
Animalic notes,Leather ,Nubuck,3
Animalic notes,Leather ,French leather,2
Animalic notes,Leather ,Irish leather,2
Animalic notes,Leather ,Arabian leather,1
Animalic notes,Leather ,Balkans leather,1
Animalic notes,Leather ,Barenia leather,1
Animalic notes,Leather ,Burnt leather,1
Animalic notes,Leather ,Fallow deer leather,1
Animalic notes,Leather ,Gaucho leather,1
Animalic notes,Leather ,Green leather,1
Animalic notes,Leather ,Laotian buaya,1
Animalic notes,Leather ,Scottish leather,1
Animalic notes,Leather ,Siberian leather,1
Animalic notes,Leather ,Texan leather,1
Animalic notes,Civet ,Civet,1423
Animalic notes,Civet ,Civet absolute,48
Animalic notes,Civet ,Ethiopian civet,19
Animalic notes,Civet ,Civettone,14
Animalic notes,Civet ,Indian civet,13
Animalic notes,Civet ,Indian civet absolute,4
Animalic notes,Civet ,Thai civet,2
Animalic notes,Skin,Sensual skin accord ,147
Animalic notes,Skin,Animalic notes ,5
Aquatic notes,Algae ,Algae,160
Aquatic notes,Algae ,Irish moss,118
Aquatic notes,Algae ,Seagrass,108
Aquatic notes,Algae ,Iodine,28
Aquatic notes,Algae ,Algae absolute,21
Aquatic notes,Algae ,Red algae,20
Aquatic notes,Algae ,Bladderwrack,11
Aquatic notes,Algae ,Brown algae,7
Aquatic notes,Algae ,Laminaria,7
Aquatic notes,Algae ,French bladderwrack,5
Aquatic notes,Algae ,Red seagrass,5
Aquatic notes,Algae ,Oarweed absolute,3
Aquatic notes,Algae ,Blue-green algae,2
Aquatic notes,Algae ,Seagrass absolute,2
Aquatic notes,Algae ,Black algae,1
Aquatic notes,Algae ,Dulse,1
Aquatic notes,Algae ,French brown algae,1
Aquatic notes,Algae ,Japanese bladderwrack,1
Aquatic notes,Algae ,Nori,1
Aquatic notes,Algae ,Sardinian seagrass,1
Aquatic notes,Marine notes,Marine notes,2441
Aquatic notes,Marine notes,Driftwood,589
Aquatic notes,Marine notes,Sea salt,545
Aquatic notes,Marine notes,Sea breeze,527
Aquatic notes,Marine notes,Kelp,401
Aquatic notes,Marine notes,Seawater,311
Aquatic notes,Marine notes,Spindrift,193
Aquatic notes,Marine notes,Algae,160
Aquatic notes,Marine notes,Seagrass,108
Aquatic notes,Marine notes,Suntan lotion,62
Aquatic notes,Marine notes,Sea mist,60
Aquatic notes,Marine notes,Salty air,48
Aquatic notes,Marine notes,Sea shell,47
Aquatic notes,Marine notes,Iodine,28
Aquatic notes,Marine notes,Coral,22
Aquatic notes,Marine notes,Sea minerals,19
Aquatic notes,Marine notes,Suntan oil,8
Aquatic notes,Marine notes,Oyster,7
Aquatic notes,Marine notes,Red seagrass,5
Aquatic notes,Marine notes,Arctical™,4
Aquatic notes,Marine notes,French kelp absolute,4
Aquatic notes,Marine notes,Italian kelp,3
Aquatic notes,Marine notes,Italian sea salt,3
Aquatic notes,Marine notes,Oysterplant,2
Aquatic notes,Marine notes,Sea plants,2
Aquatic notes,Marine notes,Seagrass absolute,2
Aquatic notes,Marine notes,Starfish,2
Aquatic notes,Marine notes,Blue kelp,1
Aquatic notes,Marine notes,Egyptian kelp,1
Aquatic notes,Marine notes,German kelp absolute,1
Aquatic notes,Marine notes,Icelandic kelp,1
Aquatic notes,Marine notes,Icelandic kelp absolute,1
Aquatic notes,Marine notes,Mexican sea salt,1
Aquatic notes,Marine notes,Nautilus shell,1
Aquatic notes,Marine notes,North Atlantic,1
Aquatic notes,Marine notes,Pino Acetaldehyde,1
Aquatic notes,Marine notes,Sardinian seagrass,1
Aquatic notes,Kelp ,Kelp,401
Aquatic notes,Kelp ,Fucus absolute,63
Aquatic notes,Kelp ,Red kelp,8
Aquatic notes,Kelp ,Dried kelp,4
Aquatic notes,Kelp ,French kelp absolute,4
Aquatic notes,Kelp ,French kelp,3
Aquatic notes,Kelp ,Italian kelp,3
Aquatic notes,Kelp ,Blue kelp,1
Aquatic notes,Kelp ,Egyptian kelp,1
Aquatic notes,Kelp ,German kelp absolute,1
Aquatic notes,Kelp ,Icelandic kelp,1
Aquatic notes,Kelp ,Icelandic kelp absolute,1
Aquatic notes,Ozone ,Ozone,814
Aquatic notes,Ozone ,Air accord,562
Aquatic notes,Ozone ,Ozonic notes,513
Aquatic notes,Ozone ,Oxygen,26
Aquatic notes,Ozone ,Floralozone,18
Aquatic notes,Ozone ,Helional,18
Aquatic notes,Ozone ,Blue sky accord,11
Aquatic notes,Ozone ,Calypsone®,11
Aquatic notes,Ozone ,Liquid oxygen,3
Aquatic notes,Ozone ,Liquazone,1
Aquatic notes,Ozone ,Pino Acetaldehyde,1
Balsamic notes,Amyris ,Amyris,818
Balsamic notes,Amyris ,Haitian amyris,26
Balsamic notes,Amyris ,Amyris bark,13
Balsamic notes,Amyris ,Dominican amyris,7
Balsamic notes,Amyris ,Jamaican amyris,6
Balsamic notes,Amyris ,Caribbean amyris,4
Balsamic notes,Amyris ,West Indian amyris,3
Balsamic notes,Balsam fir,Balsam fir,284
Balsamic notes,Balsam fir,Balsam fir absolute,30
Balsamic notes,Balsam fir,Balsam fir needle,28
Balsamic notes,Balsam fir,Balsam fir resin,4
Balsamic notes,Balsam fir,Canadian Balsam fir absolute,1
Balsamic notes,Balsam poplar,Balsam poplar bud ,7
Balsamic notes,Balsam poplar,Balsam poplar,3
Balsamic notes,Balsam poplar,Black cottonwood ,3
Balsamic notes,Balsams ,Pine balsam,12
Balsamic notes,Balsams ,Spruce balsam,10
Balsamic notes,Balsams ,African balsam,2
Balsamic notes,Balsams ,Canada balsam,1
Balsamic notes,Balsams ,Nulu balsam,1
Balsamic notes,Cistus ,Cistus,1379
Balsamic notes,Cistus ,Cistus absolute,167
Balsamic notes,Cistus ,Spanish cistus,66
Balsamic notes,Cistus ,Gum rockrose,20
Balsamic notes,Cistus ,Spanish cistus absolute,13
Balsamic notes,Cistus ,Cistus leaf,7
Balsamic notes,Cistus ,Cistus creticus,6
Balsamic notes,Cistus ,French cistus,5
Balsamic notes,Cistus ,Corsican cistus,3
Balsamic notes,Cistus ,Moroccan cistus,3
Balsamic notes,Cistus ,Spanish cistus absolute Orpur®,3
Balsamic notes,Cistus ,Tibetan cistus,3
Balsamic notes,Cistus ,Cistus concrete,2
Balsamic notes,Cistus ,Greek cistus,2
Balsamic notes,Cistus ,Indian cistus,2
Balsamic notes,Cistus ,Montpellier cistus,2
Balsamic notes,Cistus ,Moroccan cistus absolute,2
Balsamic notes,Cistus ,Omani cistus,2
Balsamic notes,Cistus ,Portuguese cistus,2
Balsamic notes,Cistus ,Spanish cistus concrete,2
Balsamic notes,Cistus ,Spanish cistus Orpur®,2
Balsamic notes,Cistus ,Cistus creticus absolute,1
Balsamic notes,Cistus ,Grey-leaved cistus,1
Balsamic notes,Cistus ,Indian cistus absolute,1
Balsamic notes,Cistus ,North African cistus,1
Balsamic notes,Cistus ,Provençal cistus,1
Balsamic notes,Cistus ,Turkish cistus,1
Balsamic notes,Copaiva balsam,Copaiba balsam,299
Balsamic notes,Copaiva balsam,Brazilian copaiba balsam,5
Balsamic notes,Copaiva balsam,Colombian copaiba balsam,1
Balsamic notes,Copaiva balsam,Copaiva balsam absolute,1
Balsamic notes,Copaiva balsam,Peruvian copaiba balsam,1
Balsamic notes,Fir balsam,Fir balsam,521
Balsamic notes,Fir balsam,Fir balsam absolute,50
Balsamic notes,Fir balsam,Canadian fir balsam,11
Balsamic notes,Fir balsam,Canadian fir balsam absolute,4
Balsamic notes,Fir balsam,Russian fir balsam,3
Balsamic notes,Fir balsam,French fir balsam,1
Balsamic notes,Fir balsam,Siberian fir balsam,1
Balsamic notes,Fir balsam,Silver fir balsam,1
Balsamic notes,Gurjum ,Gurjum wood ,9
Balsamic notes,Gurjum ,Gurjum balsam absolute ,1
Balsamic notes,Gurjum ,Malayan gurjum balsam,1
Balsamic notes,Gurjum ,Thai gurjun balsam ,1
Balsamic notes,Incense ,Frankincense,10184
Balsamic notes,Incense ,Somalian frankincense,364
Balsamic notes,Incense ,Omani frankincense,214
Balsamic notes,Incense ,Omani green frankincense,96
Balsamic notes,Incense ,Frankincense resin,71
Balsamic notes,Incense ,Choya Loban,61
Balsamic notes,Incense ,Ethiopian frankincense,60
Balsamic notes,Incense ,Frankincense absolute,53
Balsamic notes,Incense ,Frankincense CO2 absolute,37
Balsamic notes,Incense ,Indian frankincense,30
Balsamic notes,Incense ,Black frankincense,29
Balsamic notes,Incense ,Church incense,27
Balsamic notes,Incense ,Frankincense CO2,20
Balsamic notes,Incense ,Temple incense,20
Balsamic notes,Incense ,Yemenite frankincense,18
Balsamic notes,Incense ,African frankincense,17
Balsamic notes,Incense ,Olibanum wood,17
Balsamic notes,Incense ,Omani white frankincense,17
Balsamic notes,Incense ,Boswellia frereana,16
Balsamic notes,Incense ,Kyphi,16
Balsamic notes,Incense ,Somalian frankincense absolute,16
Balsamic notes,Incense ,Somalian frankincense CO2,12
Balsamic notes,Incense ,Breuzinho,11
Balsamic notes,Incense ,Omani green frankincense absolute,11
Balsamic notes,Incense ,Tanarius major,11
Balsamic notes,Incense ,Boswellia papyrifera,9
Balsamic notes,Incense ,Boswellia neglecta,7
Balsamic notes,Incense ,Frankincense oil,7
Balsamic notes,Incense ,Somalian frankincense Orpur®,7
Balsamic notes,Incense ,Tunisian frankincense,7
Balsamic notes,Incense ,Kenyan frankincense,5
Balsamic notes,Incense ,Nigerian incense,5
Balsamic notes,Incense ,Olibanol,5
Balsamic notes,Incense ,Indian frankincense absolute,4
Balsamic notes,Incense ,Moroccan frankincense,4
Balsamic notes,Incense ,Persian frankincense,4
Balsamic notes,Incense ,Eritrean incense,3
Balsamic notes,Incense ,Frankincense Orpur®,3
Balsamic notes,Incense ,Indonesian incense,3
Balsamic notes,Incense ,Uzbek frankincense,3
Balsamic notes,Incense ,Armenian paper,2
Balsamic notes,Incense ,Ethiopian frankincense absolute,2
Balsamic notes,Incense ,Red frankincense,2
Balsamic notes,Incense ,White incense,2
Balsamic notes,Incense ,Bhutanese frankincense,1
Balsamic notes,Incense ,Black frankincense absolute,1
Balsamic notes,Incense ,Bois d'Encens,1
Balsamic notes,Incense ,Boswellia frereana CO2,1
Balsamic notes,Incense ,Boswellia socotrana,1
Balsamic notes,Incense ,Choya Loban absolute,1
Balsamic notes,Incense ,Frankincense ash,1
Balsamic notes,Incense ,Frankincense rivae,1
Balsamic notes,Incense ,Frankincense rivae absolute,1
Balsamic notes,Incense ,Frankincense water,1
Balsamic notes,Incense ,Fumencens,1
Balsamic notes,Incense ,Java frankincense,1
Balsamic notes,Incense ,Madagascar frankincense,1
Balsamic notes,Incense ,Muskatone,1
Balsamic notes,Incense ,Nepalese frankincense,1
Balsamic notes,Incense ,Nigerian incense absolute,1
Balsamic notes,Incense ,Omani green frankincense CO2,1
Balsamic notes,Incense ,Omani red frankincense,1
Balsamic notes,Incense ,South American frankincense,1
Balsamic notes,Incense ,Sudanese frankincense,1
Balsamic notes,Incense ,Tibetan frankincense,1
Balsamic notes,Incense ,Turkish olibanum wood,1
Balsamic notes,Incense ,West african frankincense,1
Balsamic notes,Peru balm,Peru balsam,998
Balsamic notes,Peru balm,Peru balsam absolute ,9
Balsamic notes,Peru balm,El Salvadorian peru balsam,5
Balsamic notes,Peru balm,French peru balsam,1
Balsamic notes,Pine balsam,Pine balsam ,12
Balsamic notes,Pine balsam,Pine balsam absolute ,2
Balsamic notes,Resins ,Fir resin,99
Balsamic notes,Resins ,Pine resin,91
Balsamic notes,Resins ,Frankincense resin,71
Balsamic notes,Resins ,Candle wax,68
Balsamic notes,Resins ,Tree resin,45
Balsamic notes,Resins ,Sandalwood resin,18
Balsamic notes,Resins ,Turpentine,16
Balsamic notes,Resins ,Oriental resins,12
Balsamic notes,Resins ,Pinyon pine resin,12
Balsamic notes,Resins ,Colophony,11
Balsamic notes,Resins ,Spruce resin,11
Balsamic notes,Resins ,Cedar resin,9
Balsamic notes,Resins ,Cypress resin,7
Balsamic notes,Resins ,Exotic resins,7
Balsamic notes,Resins ,Conifer resin,6
Balsamic notes,Resins ,Oud resin,6
Balsamic notes,Resins ,Pistachio tree resin,5
Balsamic notes,Resins ,Xanthorrhoea resin,5
Balsamic notes,Resins ,Balsam fir resin,4
Balsamic notes,Resins ,Birch resin,4
Balsamic notes,Resins ,Cambodian oud resin,4
Balsamic notes,Resins ,Green resins,4
Balsamic notes,Resins ,Ponderosa pine resin,4
Balsamic notes,Resins ,Borneo oud resin,3
Balsamic notes,Resins ,Capaifera resin,3
Balsamic notes,Resins ,European black pine resin,2
Balsamic notes,Resins ,Gaiac resin,2
Balsamic notes,Resins ,Hinoki resin,2
Balsamic notes,Resins ,Indian resins,2
Balsamic notes,Resins ,Indonesian dammer gum,2
Balsamic notes,Resins ,Maple resin,2
Balsamic notes,Resins ,Oak resin,2
Balsamic notes,Resins ,Olive tree resin,2
Balsamic notes,Resins ,Blue spruce resin,1
Balsamic notes,Resins ,Bristlecone pine resin,1
Balsamic notes,Resins ,Canadian fir resin,1
Balsamic notes,Resins ,Carob tree resin,1
Balsamic notes,Resins ,Chinese dalbergia resin,1
Balsamic notes,Resins ,Dalbergia resin,1
Balsamic notes,Resins ,Ebony wood resin,1
Balsamic notes,Resins ,Eldar pine resin,1
Balsamic notes,Resins ,Fig resin,1
Balsamic notes,Resins ,Fraser fir resin,1
Balsamic notes,Resins ,Gum ammoniac,1
Balsamic notes,Resins ,Halmaddi,1
Balsamic notes,Resins ,Italian pine resin,1
Balsamic notes,Resins ,Kenyan cypress resin,1
Balsamic notes,Resins ,Mopane tree resin,1
Balsamic notes,Resins ,Norway spruce resin,1
Balsamic notes,Resins ,Oak moss resin,1
Balsamic notes,Resins ,Palo Santo resin,1
Balsamic notes,Resins ,Peach tree resin,1
Balsamic notes,Resins ,Persian tree resin,1
Balsamic notes,Resins ,Pinus arizonica resin absolute,1
Balsamic notes,Resins ,Pinyon pine resin absolute,1
Balsamic notes,Resins ,Pitch pine resin,1
Balsamic notes,Resins ,Scots pine resin,1
Balsamic notes,Resins ,Siberian cedar resin,1
Balsamic notes,Resins ,Spanish resin,1
Balsamic notes,Resins ,Takamahac resin,1
Balsamic notes,Resins ,Teak resin,1
Balsamic notes,Resins ,Virginia cedar resin,1
Balsamic notes,Tolu balm,Tolu balm,810
Balsamic notes,Tolu balm,Tolu balm absolute,11
Balsamic notes,Tolu balm,Colombian tolu balm,7
Balsamic notes,Tolu balm,Peruvian tolu balm,4
Balsamic notes,Tolu balm,Brazilian tolu balm,3
Balsamic notes,Tolu balm,Cuban tolu balm,2
Balsamic notes,Tolu balm,African tolu balm,1
Balsamic notes,Tolu balm,French tolu balm,1
Balsamic notes,Tolu balm,Honduras tolu balm,1
Balsamic notes,Tolu balm,Salvadorian tolu balm,1
Balsamic notes,Tolu balm,Siam tolu balm,1
Citric notes,Bergamot ,Bergamot,31651
Citric notes,Bergamot ,Italian bergamot,1272
Citric notes,Bergamot ,Calabrian bergamot,1020
Citric notes,Bergamot ,Sicilian bergamot,297
Citric notes,Bergamot ,Earl Grey tea,166
Citric notes,Bergamot ,Bergamot zest,114
Citric notes,Bergamot ,Bergamot blossom,54
Citric notes,Bergamot ,Bergamot leaf,34
Citric notes,Bergamot ,Bergamot tea,23
Citric notes,Bergamot ,Italian bergamot Orpur®,14
Citric notes,Bergamot ,Calabrian bergamot peel,13
Citric notes,Bergamot ,Bergamot petitgrain,12
Citric notes,Bergamot ,French bergamot,9
Citric notes,Bergamot ,Mediterranean bergamot,9
Citric notes,Bergamot ,White bergamot,9
Citric notes,Bergamot ,Ivory Coast bergamot,8
Citric notes,Bergamot ,Bergamot absolute,6
Citric notes,Bergamot ,Bergamot Orpur®,5
Citric notes,Bergamot ,Candied bergamot,5
Citric notes,Bergamot ,Italian bergamot zest,5
Citric notes,Bergamot ,Amalfi bergamot,4
Citric notes,Bergamot ,Yellow bergamot,4
Citric notes,Bergamot ,Candied bergamot peel,3
Citric notes,Bergamot ,Egyptian bergamot,3
Citric notes,Bergamot ,South Italian bergamot,3
Citric notes,Bergamot ,Bergamot CO2,2
Citric notes,Bergamot ,Bergamot sorbet,2
Citric notes,Bergamot ,Bergamot jam,1
Citric notes,Bergamot ,Bergamot liqueur,1
Citric notes,Bergamot ,Bergamot syrup,1
Citric notes,Bergamot ,Calabrian bergamot Orpur®,1
Citric notes,Bergamot ,Calabrian white bergamot,1
Citric notes,Bergamot ,Candied bergamot peel,1
Citric notes,Bergamot ,Caribbean bergamot,1
Citric notes,Bergamot ,Chilenean bergamot,1
Citric notes,Bergamot ,Colombian bergamot,1
Citric notes,Bergamot ,Earl Grey tea absolute,1
Citric notes,Bergamot ,Florida bergamot,1
Citric notes,Bergamot ,Frosted bergamot,1
Citric notes,Bergamot ,Italian bergamot petitgrain,1
Citric notes,Bergamot ,Lady Grey tea,1
Citric notes,Bergamot ,Madagascan bergamot,1
Citric notes,Bergamot ,Spanish bergamot,1
Citric notes,Bergamot ,Tunisian bergamot,1
Citric notes,Bergamot ,Tuscan bergamot,1
Citric notes,Bitter orange,Bitter orange,1625
Citric notes,Bitter orange,Bitter orange blossom,120
Citric notes,Bitter orange,Bitter orange leaf,49
Citric notes,Bitter orange,Curaçao,30
Citric notes,Bitter orange,Bitter orange zest,20
Citric notes,Bitter orange,Chinotto,15
Citric notes,Bitter orange,Sicilian bitter orange,15
Citric notes,Bitter orange,Orange bitters,13
Citric notes,Bitter orange,Italian bitter orange,12
Citric notes,Bitter orange,Brazilian bitter orange,9
Citric notes,Bitter orange,Spanish bitter orange,8
Citric notes,Bitter orange,Green bitter orange,7
Citric notes,Bitter orange,Argentinian bitter orange,6
Citric notes,Bitter orange,Bitter orange blossom absolute,6
Citric notes,Bitter orange,Red bitter orange,6
Citric notes,Bitter orange,Egyptian bitter orange,5
Citric notes,Bitter orange,Paraguayan bitter orange,5
Citric notes,Bitter orange,African bitter orange,4
Citric notes,Bitter orange,Bitter orange absolute,3
Citric notes,Bitter orange,Bitter orange bud,3
Citric notes,Bitter orange,Bitter orange tree absolute,3
Citric notes,Bitter orange,Ivory Coast bitter orange,3
Citric notes,Bitter orange,Bitter orange Orpur®,2
Citric notes,Bitter orange,Brazilian bitter orange zest,2
Citric notes,Bitter orange,Candied bitter orange peel,2
Citric notes,Bitter orange,Daidai,2
Citric notes,Bitter orange,Italian bitter orange blossom,2
Citric notes,Bitter orange,Tunisian bitte orange,2
Citric notes,Bitter orange,Candied bitter orange,1
Citric notes,Bitter orange,Caribbean bitter orange,1
Citric notes,Bitter orange,Chinotto blossom,1
Citric notes,Bitter orange,Chinotto leaf,1
Citric notes,Bitter orange,Curaçao bitter orange,1
Citric notes,Bitter orange,Egyptian bitter orange blossom,1
Citric notes,Bitter orange,Sevilla bitter orange blossom,1
Citric notes,Bitter orange,Tuscan bitter orange,1
Citric notes,Bitter orange blossom,Bitter orange blossom,120
Citric notes,Bitter orange blossom,Bitter orange blossom absolute,6
Citric notes,Bitter orange blossom,Italian bitter orange blossom,2
Citric notes,Bitter orange blossom,Bitter orange blossom water,1
Citric notes,Bitter orange blossom,Egyptian bitter orange blossom,1
Citric notes,Bitter orange blossom,Sevilla bitter orange blossom,1
Citric notes,Bitter orange blossom,Sicilian bitter orange blossom,1
Citric notes,Blood orange,Italian blood orange,47
Citric notes,Blood orange,Sicilian blood orange,33
Citric notes,Blood orange,Blood orange zest,12
Citric notes,Blood orange,Israelian blood orange,4
Citric notes,Blood orange,Calabrian blood orange,2
Citric notes,Blood orange,Blood Orange Orpur®,1
Citric notes,Blood orange,Blood orange sorbet,1
Citric notes,Blood orange,Brazilian blood orange,1
Citric notes,Blood orange,Candied blood orange,1
Citric notes,Blood orange,Chinese blood orange,1
Citric notes,Blood orange,Mediterranean blood orange,1
Citric notes,Citron ,Citron,632
Citric notes,Citron ,Italian citron,21
Citric notes,Citron ,Sicilian citron,17
Citric notes,Citron ,Citron zest,13
Citric notes,Citron ,Calabrian citron,10
Citric notes,Citron ,Citron leaf,8
Citric notes,Citron ,Corsican citron,5
Citric notes,Citron ,Citron blossom,3
Citric notes,Citron ,Indian cedrat,3
Citric notes,Citron ,Sicilian cedrat peel,2
Citric notes,Citron ,Citron sorbet,1
Citric notes,Citron ,French cedrat,1
Citric notes,Citron ,Greek citron,1
Citric notes,Citron ,Italien cedrat Orpur®,1
Citric notes,Citron ,Japanese citron,1
Citric notes,Citron ,Moroccan citron,1
Citric notes,Citron ,Nepalese cedrat,1
Citric notes,Citrus fruits,Lemon,14564
Citric notes,Citrus fruits,Grapefruit,9196
Citric notes,Citrus fruits,Lime,3934
Citric notes,Citrus fruits,Citrus fruits,1667
Citric notes,Citrus fruits,Sicilian lemon,718
Citric notes,Citrus fruits,Italian lemon,581
Citric notes,Citrus fruits,Amalfi lemon,240
Citric notes,Citrus fruits,Key lime,168
Citric notes,Citrus fruits,Citrus zest,120
Citric notes,Citrus fruits,Meyer lemon,62
Citric notes,Citrus fruits,Sweet lime,58
Citric notes,Citrus fruits,Finger lime,39
Citric notes,Citrus fruits,Sicilian citrus fruits,36
Citric notes,Citrus fruits,Sicilian lime,30
Citric notes,Citrus fruits,Italian citrus fruits,27
Citric notes,Citrus fruits,Citrus leaf,24
Citric notes,Citrus fruits,Italian lime,18
